Name	NickName	type	charge	scharge	a0	DeltaG	DeltaH	S	a1	a2	a3	a4	c1	c2	omega	Ag+	Al+3	Am+3	Ar	Au+	BO2-	Ba+2	Be+2	Bi+3	Br-	Ca+2	Cd+2	Ce+3	Cl-	Co+3	Cr+3	Cs+	Cu+	Dy+3	Er+3	Eu+3	F-	Fe+3	Fr+	Ga+3	GdO+	H+	H2O	HAsO4-2	HCO3-	HPO4-2	He	Hf+4	Hg+2	HoO+	I-	In+3	K+	Kr	La+3	Li+	Lu+3	Mg+2	Mn+2	MoO4-2	NO3-	Na+	NbO3-	Nd+3	Ne	Ni+2	Pb+2	Pd+2	Pm+3	Pr+3	Pt+2	Ra+2	Rb+	Rh+3	Rn	RuO4-2	SO4-2	Sc+3	SeO4-2	SiO2	Sm+3	Sn+2	Sr+2	Tb+3	TcO4-	Tl+3	Tm+3	U+3	VO4-3	WO4-2	Xe	Y+3	Yb+3	Zn+2	Zr+4	e-
MgOH+	MgOH	0	1	0	4	-149255	-152955	-19.1	2.3105	-2.1365	6.5827	-2.6906	32.0008	3.2394	0.8449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
Mn+3	Mn	0	3	0	4	-20300	-30700	-74	-2.932	-14.934	11.6041	-2.1615	16.0611	-8.2492	2.7025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
MnCl+	MnCl	0	1	0	4	-86290	-88280	12	2.8119	-0.9126	6.1017	-2.7412	24.2838	2.0824	0.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
MnOH+	MnOH	0	1	0	4	-97300	-106800	0.3	0.3213	-6.9901	8.4821	-2.4899	16.2994	-1.2623	0.5464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
MnO	MnO(AQ)	0	0	0	4	-81500	-99100	-2.5	-0.0376	-7.8656	8.8229	-2.4537	-1.5528	-5.6215	-0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
HMnO2-	HMnO2	0	-1	0	4	-121000	-149900	-9.1	1.0354	-5.248	7.8003	-2.5619	20.5255	-3.7067	1.7685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
MnO2-2	MnO2	0	-2	0	4	-102600	-133300	-15.2	1.1489	-4.9713	7.6937	-2.5734	-4.0375	-17.5991	3.4408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
MnO4-	MnO4	0	-1	0	4	-107600	-129900	46.5	7.8248	11.3277	1.2912	-3.2472	13.6317	-3.4012	0.9248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5
MnO4-2	MnO4	0	-2	0	4	-120400	-156600	15.5	5.6596	6.0368	3.3786	-3.0285	-5.291	-16.5602	2.9803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4
MnSO4	MnSO4(AQ)	0	0	0	4	-235640	-266750	5	2.1354	-2.5645	6.751	-2.6729	-6.2564	-7.2308	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
HMoO4-	HMoO4	0	-1	0	4	-206400	-238500	32.5	7.732	11.0966	1.3908	-3.2376	33.393	2.7912	1.1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
N-BUTANE	n-BUT(AQ)	0	0	0	4	36	-36230	40.02	12.8905	23.696	-3.5683	-3.7585	79.0569	24.2408	-0.6061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	-12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
BUTANOATE	BUT8	0	-1	0	4	-84650	-128630	31.8	11.7724	17.0492	7.4458	-3.4837	62.3135	-3.5666	1.1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	-10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
N-BUTYLBENZENE	n-BUBN(AQ)	0	0	0	4	36110	-13820	63	22.4936	44.2553	-5.4521	-4.6084	132.7179	10.3925	-0.1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	-30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
N-HEPTANE	n-HEPT(AQ)	0	0	0	4	6470	-52950	60	19.2745	39.281	-9.6879	-4.4028	112.898	36.9721	-0.9086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	-21	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
N-HEPTYLBENZENE	n-HPBN(AQ)	0	0	0	4	43350	-123420	83.1	28.8881	58.7499	-8.7498	-5.2076	174.9459	15.461	-0.0364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	-39	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
N-HEXANE	HEX(aq)	0	0	0	4	4600	-47490	52.9	45.65	-4.78	-124.04	2.87	108.27	22.94	-0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	-18	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
N-HEXYLBENZENE	n-HXBN(AQ)	0	0	0	4	40880	-24990	76.4	26.6289	53.6288	-7.5847	-4.9959	160.8699	13.7715	-0.0809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	-36	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
N-OCTANE	n-OCT(AQ)	0	0	0	4	8580	-59410	63.8	21.4171	44.5126	-11.7437	-4.6191	124.7924	41.2905	-0.9662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	-24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
N-OCTYLBENZENE	n-OCBN(AQ)	0	0	0	4	45400	-138400	89.8	31.1472	63.8712	-9.9148	-5.4193	189.022	17.1504	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	-42	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
N-PENTANE	n-PENT(AQ)	0	0	0	4	2130	-41560	47.5	15.0143	28.8771	-5.5949	-3.9727	89.207	28.1315	-0.7193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	-15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
N-PENTYLBENZENE	n-PEBN(AQ)	0	0	0	4	38790	-19400	69.7	24.3697	48.5078	-6.4198	-4.7842	146.7939	12.082	-0.1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	-33	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
N-PROPYLBENZENE	n-PRBN(AQ)	0	0	0	4	34370	-8630	55.3	20.1912	39.0352	-4.2632	-4.3926	123.7758	9.3452	-0.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	-27	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
N2	N2(AQ)	0	0	0	4	4347	-2495	22.9	6.2046	7.3685	2.8539	-3.0836	35.7911	8.3726	-0.3468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
NH3	NH3(AQ)	0	0	0	4	-6383	-19440	25.77	5.0911	2.797	8.6248	-2.8946	20.3	-1.17	-0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NH4+	NH4	0	1	0	4	-18990	-31850	26.57	3.8763	2.3448	8.5605	-2.8759	17.45	-0.021	0.1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NO2-	NO2	0	-1	0	4	-7700	-25000	29.4	5.5864	5.859	3.4472	-3.0212	3.426	-7.7808	1.1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NONANOATE	N-NON8-	0	-1	0	4	-74770	-156990	65.4	22.3974	44.0392	-5.4082	-4.5995	164.0445	-2.2443	0.6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	-25	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
NONANOIC-ACID	NOAC	0	0	0	4	-81220	-156530	89.6	24.0995	47.8926	-6.2728	-4.7588	160.8768	13.6727	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	-25	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
NaBr	NaBr(AQ)	0	0	0	4	-85610	-84830	34.1	6.1257	7.1789	2.9214	-3.0757	10.1926	-1.4111	-0.07	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NaCl	NaCl(AQ)	0	0	0	4	-92910	-96160	28	5.0364	4.5189	3.9669	-2.9658	10.798	-1.3031	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NaF	NaF(AQ)	0	0	0	4	-128570	-135860	12	2.5336	-1.5922	6.3689	-2.7131	12.3804	-0.7531	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NaHSiO3	NaHSiO3(AQ)	0	0	0	4	-307890	-333894	10	3.4928	0.75	5.4483	-2.81	20.2395	1.9785	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NaI	NaI(AQ)	0	0	0	4	-72900	-69101	37.7	7.6488	10.8979	1.4597	-3.2295	12.1001	-0.969	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NaOH	NaOH(AQ)	0	0	0	4	-99900	-112300	10.7	2.2338	-2.3287	6.6683	-2.6826	4.0146	-3.6863	-0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
Nd+2	Nd	0	2	0	4	-100200	-96100	-0.5	0.086	-7.5654	8.7097	-2.4661	9.0616	-5.4382	1.0649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nd+4	Nd	0	4	0	4	-47000	-62900	-98.7	-4.2742	-18.2128	12.8958	-2.026	40.2772	-2.9327	3.6707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
NiCl+	NiCl	0	1	0	4	-40920	-51400	-17	1.1319	-5.0147	7.714	-2.5716	18.3863	-1.3846	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NiOH+	NiOH	0	1	0	4	-52850	-67650	-18	-0.7075	-9.5051	9.476	-2.386	31.9091	3.2801	0.8222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NiO	NiO(AQ)	0	0	0	4	-39340	-56230	25	-1.4334	-11.2786	10.1751	-2.3126	11.7507	-0.9975	-0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
HNiO2-	HNiO2	0	-1	0	4	-81980	-118760	-36	-0.8143	-9.7619	9.5688	-2.3753	54.2564	6.743	2.1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
NiO2-2	NiO2	0	-2	0	4	-64200	-101800	-38.9	-0.4814	-8.9493	9.2495	-2.4089	30.9114	-6.5993	3.7992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
o-TOLUATE	O-TOL8-	0	-1	0	4	-49440	-94070	35.1	15.8364	29.1695	-2.0312	-3.9848	103.704	-3.0466	1.0977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	-22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
o-TOLUIC-ACID	O-TOLAC	0	0	0	4	-54770	-92640	57.9	16.9949	31.7947	-2.6262	-4.0933	102.8349	6.7369	-0.2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	-22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
O2	O2(AQ)	0	0	0	4	3954	-2900	26.04	5.7889	6.3536	3.2528	-3.0417	35.353	8.3726	-0.3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4
OCTANE	OCT(AQ)	0	0	0	4	8580	-59410	63.8	21.4171	44.5126	-11.7437	-4.6191	124.7924	41.2905	-0.9662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	-24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
OCTANOATE	N-OCT8-	0	-1	0	4	-76770	-151580	58.7	20.3271	39.3469	-4.3421	-4.4055	140.0102	-2.5545	0.7402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	-22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
OCTANOIC-ACID	OCAC(AQ)	0	0	0	4	-83450	-151050	82.9	21.9224	42.9621	-5.1613	-4.555	143.5241	11.5781	-0.0378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	-22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
OH-	OH	0	-1	0	4	-37595	-54977	-2.56	1.2527	0.0738	1.8423	-2.7821	4.15	-10.346	1.7246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0
OXALATE	Ox	0	-2	0	4	-161100	-197200	10.9	6.9414	9.6716	0.8669	-3.1787	-10.7618	-18.6787	3.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OXALIC-ACID	OXAC	0	0	0	4	-168640	-194580	44	8.4291	12.3793	1.7866	-3.2907	25.4994	-2.7181	-0.2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p-TOLUATE	p-TOL8-	0	-1	0	4	-52480	-96160	38.3	15.8201	29.1311	-2.0189	-3.9832	81.8997	-3.312	1.0496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	-22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
p-TOLUIC-ACID	p-TOLAC	0	0	0	4	-58440	-96190	58.3	16.9958	31.7924	-2.6157	-4.0932	91.1907	5.2944	-0.2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	-22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
PENTANE	PENT(AQ)	0	0	0	4	2130	-41560	47.5	15.0143	28.8771	-5.5949	-3.9727	89.207	28.1315	-0.7193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	-15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
PENTANOATE	N-PEN8-	0	-1	0	4	-82630	-134380	38.3	13.9304	24.8456	-1.0403	-3.806	86.5816	-3.2539	1.0496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	-13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
PENTANOIC-ACID	PEAC(AQ)	0	0	0	4	-89240	-133690	62.8	15.4596	28.3156	-1.8374	-3.9495	91.0659	5.245	-0.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	-13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
PHENOL	PHOL(AQ)	0	0	0	4	-12215	-36320	45.5	13.4599	23.7816	-0.7952	-3.762	67.7515	2.37	-0.2857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	-17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
